Filename,Location,Date,FromTime,ToTime,Phone,Activity
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",6:30,,R, The President received a wake up call from the White House signal board operator.
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",7:01,,, The President went to the Oval Office.
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",7:09,,R," The President received a message via the White House operator from his Assistant, JamesR. Schlesinger."
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",,,," The President met with his Assistant for National Security Affairs, Zbiqniew Brzezinski."
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",7:57,,, The President went to the State Dining Room.
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",7:57,,," The President hosted a breakfast meeting for Democratic Congressional leaders.  For a list of attendees, see. APPENDIX""A."""
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",7:57,8:05,, The President received breakfast guests.
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",,,, The Presidential party went to the first floor Private Dining Room.
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",,,, The Presidential party had breakfast.
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",8:54,8:58,, The First Lady greeted the President's breakfast guests.
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",9:08,,, The President returned to the Ova1 Office.
1977_01_25_Carter.pdf," THE WHITE HOUSE WASHINGTON, D.C."," JANUARY 25, 1977",9:30,9:32,," The President met with his Assistant, Hamilton Jordan."
